Baseline 100%T,,D4ACN5uMA_Before,,D4ACN5uMB_Before,,D4ACN5uMC_Before,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
446.4892578,0.072022162,446.4892578,0.050736338,446.4892578,0.050945599,446.4892578,0.052059706
445.9909363,0.072215654,445.9909363,0.053454682,445.9909363,0.053581644,445.9909363,0.054890547
445.4924927,0.072454244,445.4924927,0.056350894,445.4924927,0.056553915,445.4924927,0.057741206
444.9940186,0.072895087,444.9940186,0.059292212,444.9940186,0.059508998,444.9940186,0.060735006
444.4954834,0.073413767,444.4954834,0.061880246,444.4954834,0.061952967,444.4954834,0.063233212
443.9969788,0.073908612,443.9969788,0.064982839,443.9969788,0.065337256,443.9969788,0.066532545
443.4984131,0.074330814,443.4984131,0.06809137,443.4984131,0.06856212,443.4984131,0.069654115
442.9997253,0.074873328,442.9997253,0.071724869,442.9997253,0.072040804,442.9997253,0.073252134
442.5010681,0.075441435,442.5010681,0.075178973,442.5010681,0.075544402,442.5010681,0.076795183
442.0023499,0.075803414,442.0023499,0.078333281,442.0023499,0.078585006,442.0023499,0.079840794
441.50354,0.076345369,441.50354,0.081855595,441.50354,0.082239449,441.50354,0.083520144
441.0046997,0.07658501,441.0046997,0.085491858,441.0046997,0.085962549,441.0046997,0.08711867
440.5058594,0.077047713,440.5058594,0.088721462,440.5058594,0.089357242,440.5058594,0.090617634
440.0069885,0.077270359,440.0069885,0.092751019,440.0069885,0.093245015,440.0069885,0.09447103
439.5080261,0.077796772,439.5080261,0.096071526,439.5080261,0.096460506,439.5080261,0.097802565
439.0090027,0.078294344,439.0090027,0.099991769,439.0090027,0.100679033,439.0090027,0.102012217
438.5100098,0.078891471,438.5100098,0.103820629,438.5100098,0.104416892,438.5100098,0.105790146
438.0108643,0.079621486,438.0108643,0.108037986,438.0108643,0.108600341,438.0108643,0.109795645
437.5117493,0.079982802,437.5117493,0.112276241,437.5117493,0.112742424,437.5117493,0.114050202
437.0125427,0.080518566,437.0125427,0.115733229,437.0125427,0.116341278,437.0125427,0.117765389
436.5133362,0.080933206,436.5133362,0.119884498,436.5133362,0.120748781,436.5133362,0.122037694
436.0140991,0.081455246,436.0140991,0.123720765,436.0140991,0.1244165,436.0140991,0.125907645
435.514801,0.08182653,435.514801,0.1279926,435.514801,0.128667682,435.514801,0.130167544
435.0154419,0.082283996,435.0154419,0.13191022,435.0154419,0.132745236,435.0154419,0.134074464
434.5159912,0.0826305,434.5159912,0.135952815,434.5159912,0.136632979,434.5159912,0.138024464
434.0165405,0.083172239,434.0165405,0.140040547,434.0165405,0.140809044,434.0165405,0.142314687
433.5170593,0.083518229,433.5170593,0.143994987,433.5170593,0.144764125,433.5170593,0.14623186
433.0175781,0.083890274,433.0175781,0.14833115,433.0175781,0.149076894,433.0175781,0.150628582
432.5179749,0.084306546,432.5179749,0.151945889,432.5179749,0.152977437,432.5179749,0.154448167
432.0183716,0.084853932,432.0183716,0.155524641,432.0183716,0.156593949,432.0183716,0.158036873
431.5187073,0.08526168,431.5187073,0.15991731,431.5187073,0.160718948,431.5187073,0.162245646
431.0190125,0.08578898,431.0190125,0.163581118,431.0190125,0.164483517,431.0190125,0.16599524
430.5192261,0.086146787,430.5192261,0.167547926,430.5192261,0.168503717,430.5192261,0.1700546
429.980957,0.086633511,429.980957,0.171096474,429.980957,0.172093004,429.980957,0.173761562
429.4811096,0.087110065,429.4811096,0.174810305,429.4811096,0.17568633,429.4811096,0.177262008
428.9812317,0.08757586,428.9812317,0.178674236,428.9812317,0.17961517,428.9812317,0.181214616
428.4813232,0.087899171,428.4813232,0.18218033,428.4813232,0.183131158,428.4813232,0.184741318
427.9813232,0.088358231,427.9813232,0.185913697,427.9813232,0.186613247,427.9813232,0.188395351
427.4812927,0.088648148,427.4812927,0.188782796,427.4812927,0.189645067,427.4812927,0.191480637
426.9812927,0.089114934,426.9812927,0.191829085,426.9812927,0.192832068,426.9812927,0.194695696
426.4811096,0.089365825,426.4811096,0.195277914,426.4811096,0.196298197,426.4811096,0.198103622
425.9809875,0.089862034,425.9809875,0.19792825,425.9809875,0.198874086,425.9809875,0.200656906
425.4808044,0.089819245,425.4808044,0.201234743,425.4808044,0.202202112,425.4808044,0.204030111
425.019104,0.090244114,425.019104,0.203235,425.019104,0.204171509,425.019104,0.205856904
424.5188293,0.090686522,424.5188293,0.205715627,424.5188293,0.206598803,424.5188293,0.208499655
424.0184937,0.090814129,424.0184937,0.208572373,424.0184937,0.209592193,424.0184937,0.211312816
423.5180969,0.090912223,423.5180969,0.210863277,423.5180969,0.211642563,423.5180969,0.213560894
423.0176697,0.091153368,423.0176697,0.213062182,423.0176697,0.214048535,423.0176697,0.215850413
422.5172119,0.091415919,422.5172119,0.215030506,422.5172119,0.216072977,422.5172119,0.217761219
422.0167542,0.091784023,422.0167542,0.217080921,422.0167542,0.218169406,422.0167542,0.219803304
421.5162354,0.091997907,421.5162354,0.219237804,421.5162354,0.220175669,421.5162354,0.221930802
421.015625,0.092177592,421.015625,0.220997825,421.015625,0.221931055,421.015625,0.223800689
420.5150452,0.092152432,420.5150452,0.22276403,420.5150452,0.223805234,420.5150452,0.225558937
420.0143433,0.092067376,420.0143433,0.224263951,420.0143433,0.225238755,420.0143433,0.227125585
419.5136108,0.092292577,419.5136108,0.225820005,419.5136108,0.226746172,419.5136108,0.228600889
419.0128784,0.09236522,419.0128784,0.227445856,419.0128784,0.228552908,419.0128784,0.230266705
418.5121155,0.092585966,418.5121155,0.228817016,418.5121155,0.229783475,418.5121155,0.231724665
418.011261,0.092714518,418.011261,0.230312333,418.011261,0.23122789,418.011261,0.233086571
417.510437,0.09292867,417.510437,0.231282115,417.510437,0.232199386,417.510437,0.234101772
417.009491,0.093056105,417.009491,0.232267469,417.009491,0.233445212,417.009491,0.235194311
416.5084839,0.09307047,416.5084839,0.233539999,416.5084839,0.234392807,416.5084839,0.236440912
416.0074768,0.093322992,416.0074768,0.234375492,416.0074768,0.235339016,416.0074768,0.237398833
415.5064392,0.093305305,415.5064392,0.235476464,415.5064392,0.236308515,415.5064392,0.238401011
415.0053711,0.093539529,415.0053711,0.235983029,415.0053711,0.236850739,415.0053711,0.239033595
414.5042114,0.093550868,414.5042114,0.236812249,414.5042114,0.237948611,414.5042114,0.239796355
414.0030823,0.093642898,414.0030823,0.237582475,414.0030823,0.238418669,414.0030823,0.24059245
413.5018311,0.093828112,413.5018311,0.237938583,413.5018311,0.238934904,413.5018311,0.240825757
413.0005493,0.093882509,413.0005493,0.238718212,413.0005493,0.239545986,413.0005493,0.241695136
412.4992676,0.094104312,412.4992676,0.239090517,412.4992676,0.240236104,412.4992676,0.241984531
411.9979248,0.093856677,411.9979248,0.240026906,411.9979248,0.240889177,411.9979248,0.242872447
411.4965515,0.094126433,411.4965515,0.24033846,411.4965515,0.240956843,411.4965515,0.243115723
410.9950867,0.094203763,410.9950867,0.240665436,410.9950867,0.241718218,410.9950867,0.243818626
410.4935913,0.093998976,410.4935913,0.241464928,410.4935913,0.242258206,410.4935913,0.244394988
409.9921265,0.094229072,409.9921265,0.241281882,409.9921265,0.242185414,409.9921265,0.244070336
409.4906006,0.093982488,409.4906006,0.241739079,409.4906006,0.242635727,409.4906006,0.244469434
408.9889832,0.094188422,408.9889832,0.241881236,408.9889832,0.242789224,408.9889832,0.244744718
408.4873352,0.094180644,408.4873352,0.242082059,408.4873352,0.242995903,408.4873352,0.244969264
407.9856873,0.094261967,407.9856873,0.242336795,407.9856873,0.243286386,407.9856873,0.24512668
407.4839172,0.094331317,407.4839172,0.242575347,407.4839172,0.243203685,407.4839172,0.245146945
406.9821472,0.094135791,406.9821472,0.242708772,406.9821472,0.243552998,406.9821472,0.245676577
406.5189514,0.09427914,406.5189514,0.242730364,406.5189514,0.243480846,406.5189514,0.245242998
406.0171509,0.093893304,406.0171509,0.242957398,406.0171509,0.243802473,406.0171509,0.245822862
405.5152893,0.093997106,405.5152893,0.242970079,405.5152893,0.243666396,405.5152893,0.245710626
405.0133362,0.09391956,405.0133362,0.24273254,405.0133362,0.243756637,405.0133362,0.245523021
404.511322,0.093944244,404.511322,0.242918864,404.511322,0.243503556,404.511322,0.245612234
404.0093384,0.093763635,404.0093384,0.242761597,404.0093384,0.243560255,404.0093384,0.245336026
403.5072937,0.093549579,403.5072937,0.242653012,403.5072937,0.243370473,403.5072937,0.24543719
403.0052185,0.093615025,403.0052185,0.242427081,403.0052185,0.243255302,403.0052185,0.245337129
402.5030823,0.093653113,402.5030823,0.242366016,402.5030823,0.243115723,402.5030823,0.245186999
402.000946,0.093999073,402.000946,0.242194772,402.000946,0.243090853,402.000946,0.244882271
401.4987183,0.094043009,401.4987183,0.242304459,401.4987183,0.243124247,401.4987183,0.24477987
400.9964294,0.094243608,400.9964294,0.242113531,400.9964294,0.242886305,400.9964294,0.244844332
400.4941406,0.094099939,400.4941406,0.242594272,400.4941406,0.243190259,400.4941406,0.245186269
399.9917908,0.094297029,399.9917908,0.242427632,399.9917908,0.243143961,399.9917908,0.245313674
399.4894104,0.094424993,399.4894104,0.24267374,399.4894104,0.243516401,399.4894104,0.245283485
398.9869995,0.094671503,398.9869995,0.242809102,398.9869995,0.243736401,398.9869995,0.245820984
398.4845581,0.09477295,398.4845581,0.243371293,398.4845581,0.244074062,398.4845581,0.246154577
397.9820557,0.094765194,397.9820557,0.244011626,397.9820557,0.244938314,397.9820557,0.246786878
397.5181885,0.09501493,397.5181885,0.244697928,397.5181885,0.245554954,397.5181885,0.247467414
397.015625,0.095193669,397.015625,0.245900959,397.015625,0.246806607,397.015625,0.248529866
396.51297,0.0954917,396.51297,0.246978417,396.51297,0.247896209,396.51297,0.249740213
396.0103455,0.095782518,396.0103455,0.248385459,396.0103455,0.249623939,396.0103455,0.251570553
395.5076294,0.096094459,395.5076294,0.250183851,395.5076294,0.251141936,395.5076294,0.253187597
395.0049133,0.096202634,395.0049133,0.252136141,395.0049133,0.253325969,395.0049133,0.255433559
394.5021057,0.096730851,394.5021057,0.254454225,394.5021057,0.255364567,394.5021057,0.257445544
393.9992981,0.09675695,393.9992981,0.256478787,393.9992981,0.257464141,393.9992981,0.259557873
393.49646,0.09690211,393.49646,0.258948237,393.49646,0.26010707,393.49646,0.261989385
392.9935303,0.097506277,392.9935303,0.261152476,392.9935303,0.26221475,392.9935303,0.264234513
392.4906006,0.098213926,392.4906006,0.264060259,392.4906006,0.26524666,392.4906006,0.267240048
391.9876404,0.098810367,391.9876404,0.267563999,391.9876404,0.268638045,391.9876404,0.270960867
391.4846191,0.099017665,391.4846191,0.270288467,391.4846191,0.271403134,391.4846191,0.273505539
390.9815369,0.09901347,390.9815369,0.272802204,390.9815369,0.273865521,390.9815369,0.275974244
390.5171509,0.099078573,390.5171509,0.275077879,390.5171509,0.27629441,390.5171509,0.278369248
390.0140076,0.100157768,390.0140076,0.277226269,390.0140076,0.278442323,390.0140076,0.280306429
389.5108337,0.100874491,389.5108337,0.279543787,389.5108337,0.280913919,389.5108337,0.282772899
389.0075989,0.101519302,389.0075989,0.281541675,389.0075989,0.282741129,389.0075989,0.284925938
388.5043335,0.101729766,388.5043335,0.283692122,388.5043335,0.28471145,388.5043335,0.286803037
388.0010681,0.101883762,388.0010681,0.285155118,388.0010681,0.286403149,388.0010681,0.288426817
387.4977112,0.102488384,387.4977112,0.285890907,387.4977112,0.287156761,387.4977112,0.289305657
386.9943542,0.102507263,386.9943542,0.287269265,386.9943542,0.288211733,386.9943542,0.290200532
386.4909363,0.102752276,386.4909363,0.28754738,386.4909363,0.288459003,386.4909363,0.290758044
385.9874573,0.103041366,385.9874573,0.287978321,385.9874573,0.289187253,385.9874573,0.291285396
385.4839783,0.103215598,385.4839783,0.288122773,385.4839783,0.289037585,385.4839783,0.291209728
385.0191956,0.10325966,385.0191956,0.288004071,385.0191956,0.289176315,385.0191956,0.290951073
384.5156555,0.103740059,384.5156555,0.287016988,384.5156555,0.288121104,384.5156555,0.2900455
384.0120239,0.1039121,384.0120239,0.286264718,384.0120239,0.287357599,384.0120239,0.289329678
383.5083923,0.10377375,383.5083923,0.285362721,383.5083923,0.286581159,383.5083923,0.288282156
383.0046997,0.103740618,383.0046997,0.284302831,383.0046997,0.285151988,383.0046997,0.28731361
382.5009766,0.10386847,382.5009766,0.282770962,382.5009766,0.284208089,382.5009766,0.285924971
381.9971619,0.104027435,381.9971619,0.281383842,381.9971619,0.282434195,381.9971619,0.284073055
381.4933777,0.104197949,381.4933777,0.279776722,381.4933777,0.280581296,381.4933777,0.282366425
380.989563,0.104277626,380.989563,0.277396679,380.989563,0.278401434,380.989563,0.280425489
380.4856873,0.104091585,380.4856873,0.275947422,380.4856873,0.276846945,380.4856873,0.278927028
379.9817505,0.1040629,379.9817505,0.273704618,379.9817505,0.274839908,379.9817505,0.276930898
379.516571,0.104139619,379.516571,0.271792501,379.516571,0.272763878,379.516571,0.274665207
379.0125427,0.104256988,379.0125427,0.269681513,379.0125427,0.27045846,379.0125427,0.27229324
378.5085449,0.104439445,378.5085449,0.267186165,378.5085449,0.268072516,378.5085449,0.269793093
378.0044556,0.10471642,378.0044556,0.264827609,378.0044556,0.26558432,378.0044556,0.267770261
377.5003357,0.104090661,377.5003357,0.262959093,377.5003357,0.26429531,377.5003357,0.265571386
376.9962158,0.103633866,376.9962158,0.260992557,376.9962158,0.261592239,376.9962158,0.26381737
376.4920044,0.103374235,376.4920044,0.259092867,376.4920044,0.260054976,376.4920044,0.261768371
375.987793,0.103762344,375.987793,0.256567419,375.987793,0.25760141,375.987793,0.25939405
375.4835205,0.103895299,375.4835205,0.255009264,375.4835205,0.255714327,375.4835205,0.257425785
375.0180054,0.10392499,375.0180054,0.252854794,375.0180054,0.253877163,375.0180054,0.255638927
374.5136719,0.103654042,374.5136719,0.250965864,374.5136719,0.251930088,374.5136719,0.254037708
374.0093079,0.103968993,374.0093079,0.249005497,374.0093079,0.249682352,374.0093079,0.251702666
373.5048828,0.104057044,373.5048828,0.246759966,373.5048828,0.247689977,373.5048828,0.249685288
373.0004272,0.104297467,373.0004272,0.2446796,373.0004272,0.245843291,373.0004272,0.247429937
372.4959412,0.104056582,372.4959412,0.243072003,372.4959412,0.244096398,372.4959412,0.245870918
371.9914246,0.101837456,371.9914246,0.240806654,371.9914246,0.243509412,371.9914246,0.245692447
371.4868774,0.100832664,371.4868774,0.239014253,371.4868774,0.240421847,371.4868774,0.241860688
370.9822388,0.100359805,370.9822388,0.237075701,370.9822388,0.238177508,370.9822388,0.240197167
370.516449,0.100512929,370.516449,0.235423356,370.516449,0.236543641,370.516449,0.238037497
370.0117493,0.100137815,370.0117493,0.233260199,370.0117493,0.234558567,370.0117493,0.236344054
369.5070496,0.10014189,369.5070496,0.231329083,369.5070496,0.232288331,369.5070496,0.233781695
369.0023193,0.100549147,369.0023193,0.228280023,369.0023193,0.22919175,369.0023193,0.231140256
368.4974976,0.099647321,368.4974976,0.227326691,368.4974976,0.228141502,368.4974976,0.229792073
367.9926758,0.100089349,367.9926758,0.223920181,367.9926758,0.225162581,367.9926758,0.226791501
367.4878235,0.099984959,367.4878235,0.221905679,367.4878235,0.222799867,367.4878235,0.224723548
366.9829407,0.099560648,366.9829407,0.219358072,366.9829407,0.220377758,366.9829407,0.222205624
366.5168152,0.099577248,366.5168152,0.216759756,366.5168152,0.217566714,366.5168152,0.219365493
366.0118408,0.0991887,366.0118408,0.214341492,366.0118408,0.215397567,366.0118408,0.216985688
365.5068359,0.099411435,365.5068359,0.211747974,365.5068359,0.212801352,365.5068359,0.213956028
365.00177,0.098961584,365.00177,0.20899199,365.00177,0.209503114,365.00177,0.211500615
364.4967041,0.098922379,364.4967041,0.205574438,364.4967041,0.206588641,364.4967041,0.208422303
363.9915771,0.098336138,363.9915771,0.203055993,363.9915771,0.204023287,363.9915771,0.205967486
363.4864197,0.098064013,363.4864197,0.200224176,363.4864197,0.201357916,363.4864197,0.202587217
362.9812012,0.098177157,362.9812012,0.197813898,362.9812012,0.198635534,362.9812012,0.200236976
362.5148621,0.097725824,362.5148621,0.194894582,362.5148621,0.195852995,362.5148621,0.197536737
362.0095825,0.097349644,362.0095825,0.191670001,362.0095825,0.192752615,362.0095825,0.194331095
361.504303,0.09703774,361.504303,0.189036578,361.504303,0.190143213,361.504303,0.191593051
360.9989014,0.096627362,360.9989014,0.186811045,360.9989014,0.187471137,360.9989014,0.189049423
360.4935303,0.096738674,360.4935303,0.184206277,360.4935303,0.184947416,360.4935303,0.18657577
359.9881287,0.096302368,359.9881287,0.181026861,359.9881287,0.182209835,359.9881287,0.183542207
359.4826965,0.096113645,359.4826965,0.178536728,359.4826965,0.179799944,359.4826965,0.181267545
359.0160828,0.095880933,359.0160828,0.176162541,359.0160828,0.176973864,359.0160828,0.178572193
358.5105591,0.095764734,358.5105591,0.17298311,358.5105591,0.173896983,358.5105591,0.175470278
358.0049744,0.095528051,358.0049744,0.170690119,358.0049744,0.171452716,358.0049744,0.173057139
357.4993896,0.09500768,357.4993896,0.168712452,357.4993896,0.169578001,357.4993896,0.170923233
356.9937744,0.094812557,356.9937744,0.166161209,356.9937744,0.167516127,356.9937744,0.16889675
356.4880981,0.094931781,356.4880981,0.163734466,356.4880981,0.165284783,356.4880981,0.166306019
355.9823914,0.094559722,355.9823914,0.161972314,355.9823914,0.163142994,355.9823914,0.164270088
355.5155945,0.094468199,355.5155945,0.160157129,355.5155945,0.16126655,355.5155945,0.162381038
355.0097656,0.094302334,355.0097656,0.157769933,355.0097656,0.15928413,355.0097656,0.160370752
354.5039673,0.094411701,354.5039673,0.155769825,354.5039673,0.157006517,354.5039673,0.158331424
353.9981079,0.094366893,353.9981079,0.153552637,353.9981079,0.155184507,353.9981079,0.15628989
353.4922485,0.094044745,353.4922485,0.151908606,353.4922485,0.153278291,353.4922485,0.154480636
352.9863281,0.09384691,352.9863281,0.150918439,352.9863281,0.152019024,352.9863281,0.153208822
352.5192871,0.094058536,352.5192871,0.148537949,352.5192871,0.150031567,352.5192871,0.150953353
352.0132751,0.093838044,352.0132751,0.146783099,352.0132751,0.148515925,352.0132751,0.149471387
351.5072632,0.093560882,351.5072632,0.145514116,351.5072632,0.147048459,351.5072632,0.148045674
351.0012207,0.093821205,351.0012207,0.143234476,351.0012207,0.14503625,351.0012207,0.14529638
350.4950867,0.093464151,350.4950867,0.142283142,350.4950867,0.143786192,350.4950867,0.144653738
349.9889832,0.093369782,349.9889832,0.140102938,349.9889832,0.142221943,349.9889832,0.142788559
349.4828186,0.092994176,349.4828186,0.139297158,349.4828186,0.140811086,349.4828186,0.141312391
349.0155334,0.093102291,349.0155334,0.137234286,349.0155334,0.138668388,349.0155334,0.139890343
348.5093079,0.092823327,348.5093079,0.136342093,348.5093079,0.137279019,348.5093079,0.138260692
348.0030212,0.09290988,348.0030212,0.134630933,348.0030212,0.135880396,348.0030212,0.136655957
347.4967041,0.092467733,347.4967041,0.132790372,347.4967041,0.134563327,347.4967041,0.135385811
346.990387,0.092229061,346.990387,0.131931514,346.990387,0.133093104,346.990387,0.13374798
346.4840088,0.092321232,346.4840088,0.129821152,346.4840088,0.131314844,346.4840088,0.132440746
346.0165405,0.091775194,346.0165405,0.12871103,346.0165405,0.130119026,346.0165405,0.130885273
345.5101013,0.091786519,345.5101013,0.127122715,345.5101013,0.128550693,345.5101013,0.129444063
345.0036011,0.091616169,345.0036011,0.125611156,345.0036011,0.126646116,345.0036011,0.12774165
344.4971008,0.091415472,344.4971008,0.124428771,344.4971008,0.125680879,344.4971008,0.126806259
343.9905396,0.091028214,343.9905396,0.123508461,343.9905396,0.124653257,343.9905396,0.125692368
343.4839783,0.091401771,343.4839783,0.121447094,343.4839783,0.123055019,343.4839783,0.124043249
343.0163269,0.090839654,343.0163269,0.120871656,343.0163269,0.122302622,343.0163269,0.123435505
342.5096741,0.091441453,342.5096741,0.119280331,342.5096741,0.120376788,342.5096741,0.121463694
342.0029602,0.090948448,342.0029602,0.118403524,342.0029602,0.119919397,342.0029602,0.120550908
341.4962463,0.091189422,341.4962463,0.1168442,341.4962463,0.11791455,341.4962463,0.118970253
340.9894714,0.090674184,340.9894714,0.11626488,340.9894714,0.117531911,340.9894714,0.118352525
340.482666,0.090707675,340.482666,0.115045726,340.482666,0.115799636,340.482666,0.117070355
340.0148621,0.09062618,340.0148621,0.114165299,340.0148621,0.115177967,340.0148621,0.115673594
339.5079651,0.090139359,339.5079651,0.113508813,339.5079651,0.114131801,339.5079651,0.115211174
339.0010681,0.089981116,339.0010681,0.112034977,339.0010681,0.112948529,339.0010681,0.113999985
338.4941406,0.089923449,338.4941406,0.111332893,338.4941406,0.112127364,338.4941406,0.113018669
337.9872131,0.089708671,337.9872131,0.110494442,337.9872131,0.111862101,337.9872131,0.112491712
337.5191956,0.089636147,337.5191956,0.109879717,337.5191956,0.110735886,337.5191956,0.111946069
337.0121765,0.089353517,337.0121765,0.109546095,337.0121765,0.110497251,337.0121765,0.111148424
336.5050659,0.089351803,336.5050659,0.108413637,336.5050659,0.109748617,336.5050659,0.110423371
335.9979858,0.089475453,335.9979858,0.107803874,335.9979858,0.108954966,335.9979858,0.10972862
335.4908752,0.089098409,335.4908752,0.107612141,335.4908752,0.1083446,335.4908752,0.10931503
334.9836426,0.089341313,334.9836426,0.106918916,334.9836426,0.10731896,334.9836426,0.108302876
334.5155029,0.089063324,334.5155029,0.106119312,334.5155029,0.107377894,334.5155029,0.108282551
334.0082397,0.088895723,334.0082397,0.105727896,334.0082397,0.107113063,334.0082397,0.107742265
333.5009766,0.088998497,333.5009766,0.105096892,333.5009766,0.106397785,333.5009766,0.106907725
332.9936829,0.08885742,332.9936829,0.10482917,332.9936829,0.105955668,332.9936829,0.106721617
332.4863586,0.088888355,332.4863586,0.104395889,332.4863586,0.105558366,332.4863586,0.106319085
332.0180359,0.088913351,332.0180359,0.103639126,332.0180359,0.105252326,332.0180359,0.105968162
331.5106506,0.089064971,331.5106506,0.103309602,331.5106506,0.104558937,331.5106506,0.105488129
331.0031433,0.088969424,331.0031433,0.103399292,331.0031433,0.104280517,331.0031433,0.105082154
330.495697,0.089003675,330.495697,0.102375716,330.495697,0.103675671,330.495697,0.104835689
329.9881897,0.088792272,329.9881897,0.102157019,329.9881897,0.103864782,329.9881897,0.104543887
329.4806213,0.088849574,329.4806213,0.102126688,329.4806213,0.103069983,329.4806213,0.103951663
329.012146,0.089099489,329.012146,0.10149049,329.012146,0.102568694,329.012146,0.10340675
328.5045166,0.0890821,328.5045166,0.101204068,328.5045166,0.102276772,328.5045166,0.102962151
327.9968872,0.089096338,327.9968872,0.100646563,327.9968872,0.101421207,327.9968872,0.102831289
327.4892578,0.089393236,327.4892578,0.099867493,327.4892578,0.101138219,327.4892578,0.102079533
326.9815369,0.088939816,326.9815369,0.099724725,326.9815369,0.100924976,326.9815369,0.102104649
326.5128479,0.088971175,326.5128479,0.099028789,326.5128479,0.10043636,326.5128479,0.101374485
326.0050659,0.088836133,326.0050659,0.098607592,326.0050659,0.100186035,326.0050659,0.101112932
325.4972839,0.089022741,325.4972839,0.09864933,325.4972839,0.099512436,325.4972839,0.100582272
324.9894409,0.088963583,324.9894409,0.098163985,324.9894409,0.099071063,324.9894409,0.099993199
324.4815979,0.089093864,324.4815979,0.097143143,324.4815979,0.098397501,324.4815979,0.099243544
324.0127563,0.088729113,324.0127563,0.097222984,324.0127563,0.098045878,324.0127563,0.099058703
323.5048523,0.088973686,323.5048523,0.096591018,323.5048523,0.097795695,323.5048523,0.098765358
322.9968872,0.08875525,322.9968872,0.097082637,322.9968872,0.098032348,322.9968872,0.098966688
322.4888611,0.089218743,322.4888611,0.096379764,322.4888611,0.097505018,322.4888611,0.098649822
321.9808655,0.089379407,321.9808655,0.096588135,321.9808655,0.097285286,321.9808655,0.098418862
321.5118713,0.089230955,321.5118713,0.096386552,321.5118713,0.097138248,321.5118713,0.098464847
321.0037842,0.0894273,321.0037842,0.096164875,321.0037842,0.097225122,321.0037842,0.09805464
320.495636,0.089519002,320.495636,0.096314006,320.495636,0.097185746,320.495636,0.098498195
319.9874878,0.089464135,319.9874878,0.096159577,319.9874878,0.097371571,319.9874878,0.098251484
319.5184326,0.089637101,319.5184326,0.096139289,319.5184326,0.097254068,319.5184326,0.098440006
319.0101624,0.089943923,319.0101624,0.096312225,319.0101624,0.097333193,319.0101624,0.098120369
318.5019226,0.090223499,318.5019226,0.09663444,318.5019226,0.097628839,318.5019226,0.098907843
317.9936523,0.09006536,317.9936523,0.097592086,317.9936523,0.098610707,317.9936523,0.099529557
317.4853516,0.090539061,317.4853516,0.097799391,317.4853516,0.098958395,317.4853516,0.100051113
317.0160522,0.090659574,317.0160522,0.098624386,317.0160522,0.09968213,317.0160522,0.100797601
316.5077209,0.090772621,316.5077209,0.099467255,316.5077209,0.100602046,316.5077209,0.102152467
315.9992981,0.091485292,315.9992981,0.100677699,315.9992981,0.101682589,315.9992981,0.103004977
315.4908447,0.091485418,315.4908447,0.101924546,315.4908447,0.103122599,315.4908447,0.104411855
314.9823608,0.091502324,314.9823608,0.10344626,314.9823608,0.104496338,314.9823608,0.105718225
314.51297,0.091495231,314.51297,0.104679123,314.51297,0.106010221,314.51297,0.107416578
314.0044556,0.092083342,314.0044556,0.106744193,314.0044556,0.107934058,314.0044556,0.109259769
313.4958496,0.092725217,313.4958496,0.109219752,313.4958496,0.110181466,313.4958496,0.111290649
312.9872742,0.093094692,312.9872742,0.111213096,312.9872742,0.112341419,312.9872742,0.113816194
312.5177307,0.09345863,312.5177307,0.113493621,312.5177307,0.114840217,312.5177307,0.116094805
312.0090637,0.094008259,312.0090637,0.115969934,312.0090637,0.117482781,312.0090637,0.118596815
311.5003967,0.094396837,311.5003967,0.119255357,311.5003967,0.120739177,311.5003967,0.121942081
310.9916687,0.094879314,310.9916687,0.123175383,310.9916687,0.12425492,310.9916687,0.125639364
310.4829102,0.095129117,310.4829102,0.126355425,310.4829102,0.127703995,310.4829102,0.129001766
310.0132751,0.095832966,310.0132751,0.130040899,310.0132751,0.131128103,310.0132751,0.132589951
309.5044556,0.096222118,309.5044556,0.134087578,309.5044556,0.135424495,309.5044556,0.136768878
308.995575,0.09671846,308.995575,0.138698801,308.995575,0.139869049,308.995575,0.141294539
308.4867249,0.09725365,308.4867249,0.142977119,308.4867249,0.144258976,308.4867249,0.1455414
308.0169373,0.097819492,308.0169373,0.145896807,308.0169373,0.147349924,308.0169373,0.148650155
307.5079956,0.098561235,307.5079956,0.150393963,307.5079956,0.151320472,307.5079956,0.152839765
306.9990234,0.09927009,306.9990234,0.154067278,306.9990234,0.155420288,306.9990234,0.157049924
306.4900208,0.099688448,306.4900208,0.158296347,306.4900208,0.159173161,306.4900208,0.160821796
305.9809875,0.100173615,305.9809875,0.16159676,305.9809875,0.162560836,305.9809875,0.164140925
305.5110779,0.100551665,305.5110779,0.163926214,305.5110779,0.165110558,305.5110779,0.166594446
305.0019836,0.100945883,305.0019836,0.166698396,305.0019836,0.167863697,305.0019836,0.169475958
304.4928589,0.101327606,304.4928589,0.168868721,304.4928589,0.170020223,304.4928589,0.17134124
303.9836731,0.101608098,303.9836731,0.170614123,303.9836731,0.171754852,303.9836731,0.173198283
303.5136414,0.101903796,303.5136414,0.17162028,303.5136414,0.172652721,303.5136414,0.174130619
303.004425,0.101914041,303.004425,0.172459349,303.004425,0.173693016,303.004425,0.175260991
302.4951782,0.101999842,302.4951782,0.172874183,302.4951782,0.17416051,302.4951782,0.17580381
301.9859009,0.101899669,301.9859009,0.173420817,301.9859009,0.174630791,301.9859009,0.176236808
301.5157776,0.102039032,301.5157776,0.17377457,301.5157776,0.174711317,301.5157776,0.176336214
