Baseline 100%T,,D4ACN5uMA_Before,,D4ACN5uMB_Before,,D4ACN5uMC_Before,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
301.0064392,0.102351502,301.0064392,0.173434138,301.0064392,0.174416915,301.0064392,0.176279381
300.4970703,0.102360837,300.4970703,0.173397005,300.4970703,0.174381256,300.4970703,0.176030248
299.9876709,0.102353536,299.9876709,0.173322693,299.9876709,0.174241573,299.9876709,0.176035523
299.5174255,0.10241992,299.5174255,0.172920272,299.5174255,0.173759863,299.5174255,0.175803348
299.0079346,0.102615438,299.0079346,0.172629505,299.0079346,0.173669487,299.0079346,0.175575361
298.4984436,0.102427557,298.4984436,0.172749937,298.4984436,0.173587561,298.4984436,0.175497845
297.9889526,0.102289647,297.9889526,0.172655806,297.9889526,0.173769817,297.9889526,0.175690904
297.5185852,0.102356255,297.5185852,0.172807843,297.5185852,0.173718423,297.5185852,0.175336793
297.0090332,0.102406815,297.0090332,0.17251572,297.0090332,0.173710778,297.0090332,0.175598934
296.4993896,0.102482386,296.4993896,0.172999308,296.4993896,0.173816979,296.4993896,0.175727889
295.9897461,0.102740243,295.9897461,0.173081741,295.9897461,0.173774719,295.9897461,0.175721631
295.5192566,0.102922745,295.5192566,0.173001036,295.5192566,0.173826486,295.5192566,0.1757285
295.0095825,0.102698527,295.0095825,0.173244178,295.0095825,0.174287587,295.0095825,0.176242977
294.4998779,0.1029239,294.4998779,0.173549146,294.4998779,0.17448166,294.4998779,0.176223174
293.9901123,0.103273906,293.9901123,0.173432931,293.9901123,0.174273357,293.9901123,0.176318184
293.5195618,0.103482887,293.5195618,0.173415884,293.5195618,0.174399734,293.5195618,0.176236838
293.0097046,0.103722967,293.0097046,0.173207313,293.0097046,0.174334809,293.0097046,0.175909519
292.4998779,0.103912167,292.4998779,0.172699302,292.4998779,0.173695445,292.4998779,0.175280795
291.9899902,0.103883624,291.9899902,0.172431856,291.9899902,0.173163608,291.9899902,0.175266445
291.5192871,0.103758924,291.5192871,0.172017455,291.5192871,0.172886282,291.5192871,0.174687326
291.0093689,0.103765562,291.0093689,0.171271384,291.0093689,0.1722233,291.0093689,0.173865691
290.4993896,0.103501551,290.4993896,0.170513213,290.4993896,0.171449363,290.4993896,0.173134998
289.9894104,0.103489786,289.9894104,0.169544235,289.9894104,0.170381486,289.9894104,0.172053501
289.5186462,0.103382543,289.5186462,0.168659955,289.5186462,0.169101089,289.5186462,0.171250612
289.008606,0.103394598,289.008606,0.167314291,289.008606,0.167942882,289.008606,0.169916436
288.4985046,0.103340998,288.4985046,0.166383922,288.4985046,0.166822523,288.4985046,0.16864194
287.9884033,0.10319721,287.9884033,0.164861023,287.9884033,0.165750057,287.9884033,0.16759871
287.5174866,0.103179485,287.5174866,0.163475528,287.5174866,0.164160177,287.5174866,0.166258037
287.0073242,0.103117839,287.0073242,0.162329719,287.0073242,0.162963331,287.0073242,0.164846569
286.4971313,0.102982007,286.4971313,0.16115436,286.4971313,0.161641747,286.4971313,0.163576663
285.9868774,0.102770902,285.9868774,0.159966648,285.9868774,0.160521254,285.9868774,0.162216201
285.5159302,0.10278786,285.5159302,0.158598274,285.5159302,0.159220621,285.5159302,0.161009118
285.0056152,0.102623738,285.0056152,0.157706499,285.0056152,0.158211976,285.0056152,0.159698367
284.4953003,0.102462493,284.4953003,0.155876637,284.4953003,0.156514138,284.4953003,0.158202291
283.9849854,0.102473438,283.9849854,0.154398918,283.9849854,0.15507181,283.9849854,0.156721488
283.513855,0.102259338,283.513855,0.153075337,283.513855,0.153735295,283.513855,0.155138522
283.003479,0.101862818,283.003479,0.151972339,283.003479,0.152597249,283.003479,0.154174
282.493042,0.101808161,282.493042,0.150676116,282.493042,0.151219338,282.493042,0.152822718
281.982605,0.101643294,281.982605,0.149581552,281.982605,0.150290072,281.982605,0.151781663
281.5114136,0.101426207,281.5114136,0.148935705,281.5114136,0.149454519,281.5114136,0.150949135
281.0008545,0.101372071,281.0008545,0.147666901,281.0008545,0.148394018,281.0008545,0.14962633
280.4903564,0.101237238,280.4903564,0.146553993,280.4903564,0.147254527,280.4903564,0.148849458
280.019043,0.101277404,280.019043,0.145250946,280.019043,0.146278992,280.019043,0.147588506
279.5084534,0.101305969,279.5084534,0.144054413,279.5084534,0.144978344,279.5084534,0.146352634
278.9978333,0.101292305,278.9978333,0.143401474,278.9978333,0.14436017,278.9978333,0.145440623
278.4871826,0.10116753,278.4871826,0.142166376,278.4871826,0.143265933,278.4871826,0.144794688
278.0158081,0.100943461,278.0158081,0.141648457,278.0158081,0.142640382,278.0158081,0.143716812
277.5050964,0.100879587,277.5050964,0.140862718,277.5050964,0.141920745,277.5050964,0.142945558
276.9943542,0.10091348,276.9943542,0.139841929,276.9943542,0.140773252,276.9943542,0.14218469
276.4836121,0.100805894,276.4836121,0.139320776,276.4836121,0.140008912,276.4836121,0.141489938
276.0121155,0.100921646,276.0121155,0.138161823,276.0121155,0.139331698,276.0121155,0.140617207
275.5012817,0.101000063,275.5012817,0.137478069,275.5012817,0.138742015,275.5012817,0.139999658
274.9904785,0.10087423,274.9904785,0.137359783,274.9904785,0.138021275,274.9904785,0.139646024
274.5188904,0.100965314,274.5188904,0.136632234,274.5188904,0.137500659,274.5188904,0.139086798
274.0080261,0.100960508,274.0080261,0.136884406,274.0080261,0.137756139,274.0080261,0.139037162
273.4970703,0.100973181,273.4970703,0.137094408,273.4970703,0.137841567,273.4970703,0.139424175
272.9861145,0.101188675,272.9861145,0.137201622,272.9861145,0.138155669,272.9861145,0.139758244
272.5144348,0.100796618,272.5144348,0.138092518,272.5144348,0.138775691,272.5144348,0.140462756
272.003418,0.100573331,272.003418,0.138879821,272.003418,0.13971597,272.003418,0.141437709
271.4924011,0.100995101,271.4924011,0.140106127,271.4924011,0.140896827,271.4924011,0.142624378
270.9813538,0.101328462,270.9813538,0.141663015,270.9813538,0.142497465,270.9813538,0.144395933
270.5095825,0.101629593,270.5095825,0.142721638,270.5095825,0.143467769,270.5095825,0.145363629
269.9984741,0.101654679,269.9984741,0.144306898,269.9984741,0.145377919,269.9984741,0.147014067
269.4873352,0.101881996,269.4873352,0.145573065,269.4873352,0.146548152,269.4873352,0.148395509
269.0154724,0.10169822,269.0154724,0.147127017,269.0154724,0.147906199,269.0154724,0.149657756
268.5042725,0.101655304,268.5042725,0.148304954,268.5042725,0.149032116,268.5042725,0.151030541
267.993042,0.101390541,267.993042,0.149175748,267.993042,0.150031209,267.993042,0.152124211
267.4818115,0.100998238,267.4818115,0.149899721,267.4818115,0.150685012,267.4818115,0.152599946
267.0098572,0.100850686,267.0098572,0.150029078,267.0098572,0.151173428,267.0098572,0.152948976
266.4985657,0.100568011,266.4985657,0.150818527,266.4985657,0.151638359,266.4985657,0.153619766
265.9872131,0.100187957,265.9872131,0.150821894,265.9872131,0.15153487,265.9872131,0.15393211
265.5151978,0.100157246,265.5151978,0.150502667,265.5151978,0.151475132,265.5151978,0.153403357
265.0037842,0.099715672,265.0037842,0.150473669,265.0037842,0.151465774,265.0037842,0.153109774
264.4924011,0.099474154,264.4924011,0.15011926,264.4924011,0.150970683,264.4924011,0.153017789
263.9809875,0.099408641,263.9809875,0.149605796,263.9809875,0.150398344,263.9809875,0.152425841
263.5088806,0.099377789,263.5088806,0.149261445,263.5088806,0.149789855,263.5088806,0.151923373
262.9973755,0.099162027,262.9973755,0.149413973,262.9973755,0.149985462,262.9973755,0.152096093
262.4858704,0.099183396,262.4858704,0.149164096,262.4858704,0.149738476,262.4858704,0.152031511
262.0136719,0.099230692,262.0136719,0.148791537,262.0136719,0.149393529,262.0136719,0.151817948
261.5021057,0.099188305,261.5021057,0.149155051,261.5021057,0.149660453,261.5021057,0.152066484
260.9904785,0.099073499,260.9904785,0.149762183,260.9904785,0.150292739,260.9904785,0.152613252
260.5182495,0.099034481,260.5182495,0.150105551,260.5182495,0.150679514,260.5182495,0.153085724
260.0066223,0.099133633,260.0066223,0.150797054,260.0066223,0.151393399,260.0066223,0.153761268
259.4949341,0.099180534,259.4949341,0.151842326,259.4949341,0.152394101,259.4949341,0.154598549
258.9832458,0.09972766,258.9832458,0.152717412,258.9832458,0.153151572,258.9832458,0.155432254
258.5108643,0.099657282,258.5108643,0.154002219,258.5108643,0.154477835,258.5108643,0.156700358
257.999115,0.099817947,257.999115,0.154764429,257.999115,0.15546158,257.999115,0.15764074
257.4873352,0.099978991,257.4873352,0.156279355,257.4873352,0.157044977,257.4873352,0.158967435
257.0149231,0.100281149,257.0149231,0.157507464,257.0149231,0.158119917,257.0149231,0.160394207
256.5030823,0.100547776,256.5030823,0.158800349,256.5030823,0.159438357,256.5030823,0.161596686
255.9912415,0.100603581,255.9912415,0.160640314,255.9912415,0.161367163,255.9912415,0.163404405
255.5187378,0.101050302,255.5187378,0.162255436,255.5187378,0.162784651,255.5187378,0.164792806
255.0068359,0.101248443,255.0068359,0.16394645,255.0068359,0.16445078,255.0068359,0.166952983
254.4949188,0.101753384,254.4949188,0.16640015,254.4949188,0.16717653,254.4949188,0.169569597
253.9829712,0.102287218,253.9829712,0.169400439,253.9829712,0.170228988,253.9829712,0.172539905
253.5103912,0.102768347,253.5103912,0.172436819,253.5103912,0.172869355,253.5103912,0.175252572
252.9983826,0.102979086,252.9983826,0.175496057,252.9983826,0.176083252,252.9983826,0.178232268
252.4863434,0.10366305,252.4863434,0.179080427,252.4863434,0.179870203,252.4863434,0.182096347
252.0136871,0.10440553,252.0136871,0.184060291,252.0136871,0.184722871,252.0136871,0.187214002
251.5016022,0.105449654,251.5016022,0.190025717,251.5016022,0.190767422,251.5016022,0.193080887
250.9894867,0.106384523,250.9894867,0.197253391,250.9894867,0.198066577,250.9894867,0.20044075
250.5167694,0.107605241,250.5167694,0.204005763,250.5167694,0.204793662,250.5167694,0.207038268
250.0046234,0.108985737,250.0046234,0.21157144,250.0046234,0.212641329,250.0046234,0.214630261
,,,,,,,
Baseline 100%T,,,,,,,
Baseline 100%T,,,,,,,
Collection Time: 4/03/2025 9:56:32 AM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.1.0.1016,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  600.0,,,,,,,
Stop (nm)  250.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  300.00,,,,,,,
UV-Vis Data Interval (nm)  0.50,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 4/03/2025 9:55:41 AM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
X Start nm Changed: 4/03/2025 9:56:28 AM, Old:  800.0, New:  600.0,,,,,
X Stop nm Changed: 4/03/2025 9:56:28 AM, Old:  200.0, New:  250.0,,,,,
Common Interval nm Changed: 4/03/2025 9:56:28 AM, Old:     5.00, New:     0.50,,,,,
Baseline Correction Changed: 4/03/2025 9:56:28 AM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,254,,,,,,
,,,,,,,
D4ACN5uMA_Before,,,,,,,
D4ACN5uM,,,,,,,
Collection Time: 4/03/2025 10:00:50 AM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.1.0.1016,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  600.0,,,,,,,
Stop (nm)  250.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  300.00,,,,,,,
UV-Vis Data Interval (nm)  0.50,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 4/03/2025 9:55:41 AM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
X Start nm Changed: 4/03/2025 9:56:28 AM, Old:  800.0, New:  600.0,,,,,
X Stop nm Changed: 4/03/2025 9:56:28 AM, Old:  200.0, New:  250.0,,,,,
Common Interval nm Changed: 4/03/2025 9:56:28 AM, Old:     5.00, New:     0.50,,,,,
Baseline Correction Changed: 4/03/2025 9:56:28 AM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,251.5,,,,,,
Continuum name changed to 'D4ACN5uMA_Before',,,,,,,
,,,,,,,
D4ACN5uMA_After,,,,,,,
D4ACN5uMA_After,,,,,,,
Collection Time: 4/03/2025 10:34:34 AM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.1.0.1016,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  600.0,,,,,,,
Stop (nm)  250.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  300.00,,,,,,,
UV-Vis Data Interval (nm)  0.50,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 4/03/2025 9:55:41 AM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
X Start nm Changed: 4/03/2025 9:56:28 AM, Old:  800.0, New:  600.0,,,,,
X Stop nm Changed: 4/03/2025 9:56:28 AM, Old:  200.0, New:  250.0,,,,,
Common Interval nm Changed: 4/03/2025 9:56:28 AM, Old:     5.00, New:     0.50,,,,,
Baseline Correction Changed: 4/03/2025 9:56:28 AM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,255.5,,,,,,
,,,,,,,
D4ACN5uMB_Before,,,,,,,
D4ACN5uMB_Before,,,,,,,
Collection Time: 4/03/2025 10:36:49 AM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.1.0.1016,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  600.0,,,,,,,
Stop (nm)  250.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  300.00,,,,,,,
UV-Vis Data Interval (nm)  0.50,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 4/03/2025 9:55:41 AM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
X Start nm Changed: 4/03/2025 9:56:28 AM, Old:  800.0, New:  600.0,,,,,
X Stop nm Changed: 4/03/2025 9:56:28 AM, Old:  200.0, New:  250.0,,,,,
Common Interval nm Changed: 4/03/2025 9:56:28 AM, Old:     5.00, New:     0.50,,,,,
Baseline Correction Changed: 4/03/2025 9:56:28 AM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,250,,,,,,
,,,,,,,
D4ACN5uMB_After,,,,,,,
D4ACN5uMB_After,,,,,,,
Collection Time: 4/03/2025 11:06:04 AM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.1.0.1016,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  600.0,,,,,,,
Stop (nm)  250.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  300.00,,,,,,,
UV-Vis Data Interval (nm)  0.50,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 4/03/2025 9:55:41 AM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
X Start nm Changed: 4/03/2025 9:56:28 AM, Old:  800.0, New:  600.0,,,,,
X Stop nm Changed: 4/03/2025 9:56:28 AM, Old:  200.0, New:  250.0,,,,,
Common Interval nm Changed: 4/03/2025 9:56:28 AM, Old:     5.00, New:     0.50,,,,,
Baseline Correction Changed: 4/03/2025 9:56:28 AM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,253.5,,,,,,
,,,,,,,
D4ACN5uMC_Before,,,,,,,
D4ACN5uMC_Before,,,,,,,
Collection Time: 4/03/2025 11:08:33 AM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.1.0.1016,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  600.0,,,,,,,
Stop (nm)  250.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  300.00,,,,,,,
UV-Vis Data Interval (nm)  0.50,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 4/03/2025 9:55:41 AM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
X Start nm Changed: 4/03/2025 9:56:28 AM, Old:  800.0, New:  600.0,,,,,
X Stop nm Changed: 4/03/2025 9:56:28 AM, Old:  200.0, New:  250.0,,,,,
Common Interval nm Changed: 4/03/2025 9:56:28 AM, Old:     5.00, New:     0.50,,,,,
Baseline Correction Changed: 4/03/2025 9:56:28 AM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,253.5,,,,,,
,,,,,,,
D4ACN5uMC_After,,,,,,,
D4ACN5uMC_After,,,,,,,
Collection Time: 4/03/2025 11:36:38 AM,,,,,,,
Operator Name  :,,,,,,,
Scan Version 5.1.0.1016,,,,,,,
Parameter List :,,,,,,,
Instrument  Cary 60,,,,,,,
Instrument Version  2.00,,,,,,,
Start (nm)  600.0,,,,,,,
Stop (nm)  250.0,,,,,,,
X Mode  Nanometers,,,,,,,
Y Mode  Abs,,,,,,,
UV-Vis Scan Rate (nm/min)  300.00,,,,,,,
UV-Vis Data Interval (nm)  0.50,,,,,,,
UV-Vis Ave. Time (sec)  0.1000,,,,,,,
Beam Mode  Dual Beam,,,,,,,
Baseline Correction  On,,,,,,,
Baseline Type  Baseline correction,,,,,,,
Baseline File Name,,,,,,,
Baseline Std Ref File Name,,,,,,,
Cycle Mode  Off,,,,,,,
Method Log     :,,,,,,,
Method Name    :,,,,,,,
Date/Time stamp: 4/03/2025 9:55:41 AM,,,,,,,
Method Modifications:,,,,,,,
UVVIS SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
Common SAT Changed: 4/03/2025 9:56:20 AM, Old:0.0125, New:0.1000,,,,,
X Start nm Changed: 4/03/2025 9:56:28 AM, Old:  800.0, New:  600.0,,,,,
X Stop nm Changed: 4/03/2025 9:56:28 AM, Old:  200.0, New:  250.0,,,,,
Common Interval nm Changed: 4/03/2025 9:56:28 AM, Old:     5.00, New:     0.50,,,,,
Baseline Correction Changed: 4/03/2025 9:56:28 AM, Old:0, New:1,,,,,
End Method Modifications,,,,,,,
<Current Wavelength> ,253.5,,,,,,
