Data from MonoPyChalIsomerACN10uM420nmA_Absorbance_15-09-51-735.txt Node
Date: Fri Jul 05 15:09:51 BST 2024
User: LASERRRRR
Spectrometer: FLMT03099
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
179.3399	-0.1471
179.5586	-0.1471
179.7771	-0.1471
179.9957	-0.0846
180.2143	-0.1284
180.4329	-0.01
180.6514	0.7146
180.8699	-0
181.0885	0.2914
181.307	0.4179
181.5255	-1.1598
181.744	-0.6602
181.9625	-0
182.181	-0.6532
182.3994	0.1425
182.6179	0.5712
182.8363	0.6129
183.0547	-0.249
183.2732	0.0715
183.4916	0.0902
183.71	-0.0213
183.9284	0.1635
184.1467	-0.1403
184.3651	-0.1697
184.5835	-0.0453
184.8018	0.0705
185.0201	0.1067
185.2385	0.0509
185.4568	0.2678
185.6751	-0.0866
185.8934	0.9
186.1117	-0.0204
186.3299	0.3071
186.5482	0.3669
186.7664	0.0216
186.9847	-0.107
187.2029	0.1524
187.4211	0.0929
187.6393	0.0353
187.8575	-0.0319
188.0757	0.1056
188.2939	0.1105
188.512	0.1928
188.7302	0.0329
188.9483	0.1828
189.1665	0.2511
189.3846	-0.3571
189.6027	0.178
189.8208	0.1596
190.0389	0.099
190.257	0.1883
190.475	0.3749
190.6931	0.5394
190.9111	0.3859
191.1292	0.147
191.3472	0.425
191.5652	0.4294
191.7832	0.1632
192.0012	0.8322
192.2192	0.3942
192.4371	0.4733
192.6551	0.2942
192.873	0.3094
193.091	0.5424
193.3089	0.8061
193.5268	0.289
193.7447	0.4528
193.9626	0.6284
194.1805	0.542
194.3984	0.6477
194.6162	0.3633
194.8341	0.6702
195.0519	0.7294
195.2697	0.6699
195.4875	0.7446
195.7054	0.6097
195.9231	0.461
196.1409	0.6167
196.3587	0.6783
196.5765	0.8256
196.7942	0.8973
197.012	0.6325
197.2297	0.5556
197.4474	0.6309
197.6651	0.5968
197.8828	0.5153
198.1005	0.6687
198.3182	0.6877
198.5358	0.8384
198.7535	0.6641
198.9711	0.5751
199.1888	0.7484
199.4064	0.8861
199.624	0.5417
199.8416	0.5861
200.0592	0.6267
200.2767	0.7377
200.4943	0.709
200.7119	0.7909
200.9294	0.6828
201.1469	0.5863
201.3645	0.5514
201.582	0.6724
201.7995	0.6806
202.017	0.6351
202.2344	0.6239
202.4519	0.709
202.6694	0.7374
202.8868	0.7374
203.1042	0.8009
203.3217	0.7619
203.5391	0.6657
203.7565	0.6962
203.9739	0.6706
204.1913	0.7113
204.4086	0.6353
204.626	0.7661
204.8433	0.6702
205.0607	0.6069
205.278	0.7116
205.4953	0.7084
205.7126	0.723
205.9299	0.7499
206.1472	0.6867
206.3644	0.6918
206.5817	0.7326
206.7989	0.7552
207.0162	0.6771
207.2334	0.6971
207.4506	0.6849
207.6678	0.664
207.885	0.6025
208.1022	0.6433
208.3194	0.6956
208.5365	0.6406
208.7537	0.6327
208.9708	0.5716
209.1879	0.6839
209.405	0.7989
209.6222	0.8312
209.8392	0.6397
210.0563	0.5905
210.2734	0.6086
210.4905	0.6556
210.7075	0.6557
210.9245	0.6036
211.1416	0.7486
211.3586	0.5949
211.5756	0.5972
211.7926	0.6224
212.0096	0.6488
212.2265	0.6256
212.4435	0.6288
212.6604	0.6652
212.8774	0.5555
213.0943	0.5595
213.3112	0.569
213.5281	0.576
213.745	0.4675
213.9619	0.4954
214.1788	0.4939
214.3956	0.4588
214.6125	0.4636
214.8293	0.4653
215.0461	0.4816
215.2629	0.4732
215.4798	0.4781
215.6965	0.4058
215.9133	0.4627
216.1301	0.4508
216.3469	0.4649
216.5636	0.4133
216.7803	0.4225
216.9971	0.4146
217.2138	0.4128
217.4305	0.4154
217.6472	0.3986
217.8639	0.3947
218.0805	0.3504
218.2972	0.3385
218.5138	0.3265
218.7305	0.3235
218.9471	0.3303
219.1637	0.2999
219.3803	0.2803
219.5969	0.3018
219.8135	0.2637
220.0301	0.295
220.2466	0.2701
220.4632	0.2784
220.6797	0.2431
220.8962	0.2569
221.1127	0.2518
221.3292	0.2552
221.5457	0.2477
221.7622	0.2477
221.9787	0.2551
222.1951	0.258
222.4116	0.251
222.628	0.2801
222.8444	0.238
223.0608	0.2426
223.2772	0.276
223.4936	0.2766
223.71	0.2652
223.9264	0.2621
224.1427	0.2625
224.3591	0.2473
224.5754	0.2586
224.7917	0.2726
225.008	0.2638
225.2243	0.2582
225.4406	0.2929
225.6569	0.2732
225.8732	0.2548
226.0894	0.2482
226.3057	0.2583
226.5219	0.2958
226.7381	0.2738
226.9543	0.3041
227.1705	0.301
227.3867	0.2741
227.6029	0.3061
227.8191	0.3097
228.0352	0.2928
228.2513	0.3104
228.4675	0.3326
228.6836	0.3037
228.8997	0.3197
229.1158	0.2968
229.3319	0.322
229.548	0.3097
229.764	0.3136
229.9801	0.3268
230.1961	0.3419
230.4121	0.3406
230.6282	0.3337
230.8442	0.3403
231.0602	0.3631
231.2761	0.3639
231.4921	0.3424
231.7081	0.3488
231.924	0.3447
232.14	0.3596
232.3559	0.3391
232.5718	0.35
232.7877	0.3703
233.0036	0.3559
233.2195	0.3745
233.4353	0.3678
233.6512	0.3592
233.867	0.39
234.0829	0.3636
234.2987	0.3873
234.5145	0.3758
234.7303	0.3713
234.9461	0.389
235.1619	0.3778
235.3776	0.3962
235.5934	0.3853
235.8091	0.3884
236.0249	0.3756
236.2406	0.3789
236.4563	0.4008
236.672	0.3939
236.8877	0.4131
237.1034	0.3976
